"","X","url","id","Lng","Lat","Cid","tradeTime","DOM","followers","totalPrice","price","square","livingRoom","drawingRoom","kitchen","bathRoom","floor","buildingType","constructionTime","renovationCondition","buildingStructure","ladderRatio","elevator","fiveYearsProperty","subway","district","communityAverage"
"3165",3165,"https://bj.lianjia.com/chengjiao/101091849958.html","101091849958",116.411885,39.87098,1111027380027,"2016-07-07",103,84,459,43059,106.6,2,"1",1,1,"mid 11",3,2002,4,6,0.167,1,1,1,1,54424
"3166",3166,"https://bj.lianjia.com/chengjiao/101091850010.html","101091850010",116.471006,40.016871,1111027379372,"2016-11-22",242,66,450,103687,43.4,1,"1",1,1,"mid 26",3,2006,4,6,0.333,1,0,1,7,82517
"3167",3167,"https://bj.lianjia.com/chengjiao/101091850052.html","101091850052",116.309921,40.089748,1111027377776,"2016-09-24",183,14,1020,39231,260,5,"2",1,3,"high 6",NA,2007,4,6,0.5,1,0,0,6,57290
"3168",3168,"https://bj.lianjia.com/chengjiao/101091850118.html","101091850118",116.484508,39.93403,1111027381209,"2016-07-17",113,8,298,49667,60,2,"1",1,1,"high 6",4,1988,4,2,0.333,0,1,1,7,63664
"3169",3169,"https://bj.lianjia.com/chengjiao/101091850246.html","101091850246",116.433321,39.906309,1111027376599,"2016-07-21",117,18,675,64298,104.98,3,"1",1,1,"low 17",1,1980,3,2,0.2,1,1,1,1,96040
"3170",3170,"https://bj.lianjia.com/chengjiao/101091850250.html","101091850250",116.221857,39.767955,1111053451645,"2016-06-26",93,29,226,32678,69.16,2,"1",1,1,"mid 21",4,2016,3,6,0.4,1,0,1,5,41660
"3171",3171,"https://bj.lianjia.com/chengjiao/101091850266.html","101091850266",116.610993,39.895822,1111027379532,"2016-07-13",109,58,200,32906,60.78,2,"1",1,1,"low 6",4,1993,4,2,0.5,0,0,0,7,43406
"3172",3172,"https://bj.lianjia.com/chengjiao/101091850366.html","101091850366",116.330198,40.074228,1111027381003,"2016-07-05",102,20,395,46178,85.54,2,"1",1,1,"mid 20",4,2007,4,6,0.667,1,1,1,6,50205
"3173",3173,"https://bj.lianjia.com/chengjiao/101091850432.html","101091850432",116.260837,39.873276,1111027376986,"2016-06-25",92,40,265,42742,62,1,"2",1,1,"bottom 9",4,2010,4,6,0.2,1,0,1,2,50684
"3174",3174,"https://bj.lianjia.com/chengjiao/101091850565.html","101091850565",116.426255,39.956607,1111027381711,"2016-08-08",136,71,1600,59811,267.51,4,"2",1,2,"bottom 16",3,2003,4,6,0.4,1,1,1,1,91904
"3175",3175,"https://bj.lianjia.com/chengjiao/101091850583.html","101091850583",116.467922,39.993105,1111027375067,"2016-08-15",143,166,320,49231,65,2,"1",1,1,"high 18",1,1995,3,6,0.2,1,1,1,7,59262
"3176",3176,"https://bj.lianjia.com/chengjiao/101091850624.html","101091850624",116.475407,39.852043,1111027378192,"2016-07-04",101,55,345,25404,135.81,3,"2",1,2,"low 6",4,2005,4,2,0.5,0,1,0,7,42812
"3177",3177,"https://bj.lianjia.com/chengjiao/101091850627.html","101091850627",116.665923,40.186753,1111027381403,"2016-07-26",122,44,375,33989,110.33,3,"2",1,2,"low 11",4,2012,4,6,0.333,1,0,0,13,43947
"3178",3178,"https://bj.lianjia.com/chengjiao/101091850652.html","101091850652",116.359358,39.964464,1111027381399,"2016-09-08",166,60,450,65915,68.27,1,"2",1,1,"low 18",3,2009,4,6,0.25,1,1,0,8,77025
"3179",3179,"https://bj.lianjia.com/chengjiao/101091850826.html","101091850826",116.365511,40.036171,1111027378951,"2016-08-10",138,22,493,56023,88,2,"1",1,1,"mid 13",4,2004,3,6,0.5,1,1,1,8,68148
"3180",3180,"https://bj.lianjia.com/chengjiao/101091850868.html","101091850868",116.586465,39.918172,1111027375141,"2016-06-30",96,72,156,44534,35.03,1,"0",1,1,"mid 15",4,2005,4,6,0.4,1,1,1,7,55507
"3181",3181,"https://bj.lianjia.com/chengjiao/101091850893.html","101091850893",116.697838,40.110591,1111027374738,"2016-06-20",87,11,239,25383,94.16,2,"1",1,1,"low 6",4,2007,3,2,0.5,0,1,0,13,33443
"3182",3182,"https://bj.lianjia.com/chengjiao/101091851023.html","101091851023",116.438215,39.994255,1111027379081,"2016-08-04",132,16,234,33573,69.7,1,"0",1,1,"high 25",1,NA,4,6,0.353,1,0,0,7,39856
"3183",3183,"https://bj.lianjia.com/chengjiao/101091851135.html","101091851135",116.412363,40.049902,1111027377014,"2016-08-23",151,42,450,37679,119.43,3,"1",1,1,"high 6",4,2000,4,2,0.5,0,1,0,6,47733
"3184",3184,"https://bj.lianjia.com/chengjiao/101091851144.html","101091851144",116.47414,39.954863,1111047227618,"2016-07-03",99,2,2000,79325,252.13,3,"1",1,3,"low 16",3,2010,4,6,0.5,1,1,1,7,76917
"3185",3185,"https://bj.lianjia.com/chengjiao/101091851222.html","101091851222",116.190715,40.192485,1111060664768,"2016-07-27",124,6,113,15678,72.08,3,"1",1,1,"high 6",NA,NA,4,2,0.333,0,1,0,6,34211
"3186",3186,"https://bj.lianjia.com/chengjiao/101091851275.html","101091851275",116.483671,39.895896,1111027374188,"2016-06-15",82,44,816,60369,135.17,3,"2",1,2,"mid 22",1,2007,1,6,0.3,1,1,1,7,75539
"3187",3187,"https://bj.lianjia.com/chengjiao/101091851452.html","101091851452",116.454898,39.850417,1111027382456,"2016-06-30",97,36,248,59217,41.88,1,"1",1,1,"mid 15",4,2009,4,6,0.333,1,1,1,7,63312
"3188",3188,"https://bj.lianjia.com/chengjiao/101091851552.html","101091851552",116.513277,39.940621,1111027382170,"2016-07-07",104,18,395,34191,115.53,3,"1",1,1,"low 21",1,2000,3,6,0.083,0,1,0,7,52256
"3189",3189,"https://bj.lianjia.com/chengjiao/101091851561.html","101091851561",116.437968,39.959943,1111027382526,"2016-08-19",147,68,249.8,56786,43.99,1,"1",1,1,"low 6",4,1993,3,2,0.5,0,0,1,7,68983
"3190",3190,"https://bj.lianjia.com/chengjiao/101091851676.html","101091851676",116.420099,39.901616,1111027381005,"2016-07-10",107,124,292,77168,37.84,1,"0",1,1,"mid 7",1,2004,1,6,0.02,1,1,1,1,96498
"3191",3191,"https://bj.lianjia.com/chengjiao/101091851760.html","101091851760",116.386248,40.069552,1111027374292,"2016-08-16",143,49,497,54532,91.14,2,"1",1,1,"high 21",3,2009,4,6,0.5,1,1,0,8,62070
"3192",3192,"https://bj.lianjia.com/chengjiao/101091851862.html","101091851862",116.508983,39.871912,1111027375890,"2016-06-25",91,10,830,49668,167.11,3,"2",1,2,"low 30",3,2008,3,6,1,1,1,1,7,67612
"3193",3193,"https://bj.lianjia.com/chengjiao/101091851898.html","101091851898",116.41678,40.071013,1111027380055,"2016-07-25",122,25,352,31295,112.48,2,"2",1,1,"mid 7",4,2001,4,2,0.5,0,1,1,6,34439
"3194",3194,"https://bj.lianjia.com/chengjiao/101091851938.html","101091851938",116.378537,39.879671,1111027378981,"2016-07-25",122,90,975,79677,122.37,3,"2",1,2,"mid 18",1,2003,4,6,0.25,1,1,0,10,93400
"3195",3195,"https://bj.lianjia.com/chengjiao/101091852040.html","101091852040",116.467705,39.932069,1111027380913,"2016-08-08",136,15,373,65902,56.6,2,"1",1,1,"high 6",4,1993,1,2,0.5,0,1,1,7,73123
"3196",3196,"https://bj.lianjia.com/chengjiao/101091852107.html","101091852107",116.384103,39.972885,1111027378248,"2016-07-27",124,41,555,98057,56.6,1,"1",1,1,"mid 13",3,1993,4,2,0.111,1,1,0,10,129541
"3197",3197,"https://bj.lianjia.com/chengjiao/101091852155.html","101091852155",116.420546,39.997876,1111027375605,"2016-07-13",110,46,466,55530,83.92,3,"1",1,1,"low 25",1,1990,3,6,0.25,1,0,0,7,69557
"3198",3198,"https://bj.lianjia.com/chengjiao/101091852185.html","101091852185",116.475489,40.01952,1111027376244,"2016-09-18",176,14,420,42186,99.56,1,"1",1,1,"mid 26",1,2005,1,6,0.217,1,0,1,7,56021
"3199",3199,"https://bj.lianjia.com/chengjiao/101091852248.html","101091852248",116.42006,39.977212,1111027376538,"2016-06-28",95,46,273,51172,53.35,1,"1",1,1,"bottom 12",3,2005,3,6,0.143,1,0,1,7,77867
"3200",3200,"https://bj.lianjia.com/chengjiao/101091852935.html","101091852935",116.540574,39.970252,1111027379386,"2016-06-23",90,54,740,46250,160,3,"3",1,2,"bottom 6",4,2009,4,6,0.5,1,1,0,7,62634
"3201",3201,"https://bj.lianjia.com/chengjiao/101091852966.html","101091852966",116.41416,39.957669,1111027380887,"2016-08-23",151,71,480,68739,69.83,2,"1",1,1,"mid 11",4,1983,3,6,0.25,1,1,1,1,82971
"3202",3202,"https://bj.lianjia.com/chengjiao/101091853054.html","101091853054",116.494382,39.919565,1111027373806,"2016-07-19",116,16,765,44287,172.74,3,"1",1,2,"mid 26",1,2005,4,6,0.375,1,1,0,7,68904
"3203",3203,"https://bj.lianjia.com/chengjiao/101091853260.html","101091853260",116.435611,39.948432,1111027374074,"2016-07-09",105,16,590,75632,78.01,2,"1",1,1,"high 13",3,2002,4,6,1.333,1,1,1,1,101657
"3204",3204,"https://bj.lianjia.com/chengjiao/101091853296.html","101091853296",116.439746,39.905443,1111027373685,"2016-07-11",108,15,350,73345,47.72,1,"1",1,1,"low 6",1,1994,3,2,0.028,0,1,1,1,86883
"3205",3205,"https://bj.lianjia.com/chengjiao/101091853441.html","101091853441",116.34816,39.904437,1111027376264,"2016-07-28",124,49,519,89793,57.8,2,"1",1,1,"bottom 6",4,1987,4,2,0.333,0,1,0,10,129351
"3206",3206,"https://bj.lianjia.com/chengjiao/101091853578.html","101091853578",116.49954,39.904937,1111027376768,"2016-07-03",100,63,185,38430,48.14,1,"0",1,1,"high 21",3,NA,4,6,0.154,1,1,1,7,66753
"3207",3207,"https://bj.lianjia.com/chengjiao/101091853605.html","101091853605",116.315028,39.900525,1111027374941,"2016-09-19",178,142,147,24500,60,1,"1",1,1,"high 18",3,2008,4,6,0.118,1,0,1,8,71598
"3208",3208,"https://bj.lianjia.com/chengjiao/101091853636.html","101091853636",116.414421,40.053513,1111027378407,"2016-06-20",86,13,130,33334,39,1,"0",1,1,"low 21",3,2007,4,6,0.25,1,1,0,7,34875
"3209",3209,"https://bj.lianjia.com/chengjiao/101091853877.html","101091853877",116.497474,39.810115,1111027377957,"2016-07-30",126,70,237.5,34927,68,2,"1",1,1,"low 24",1,2009,4,6,0.25,1,0,1,3,54282
"3210",3210,"https://bj.lianjia.com/chengjiao/101091854033.html","101091854033",116.399018,39.978141,1111027382251,"2016-07-28",125,27,520,88136,59,2,"1",1,1,"high 6",4,1988,3,2,0.333,0,0,0,10,123002
"3211",3211,"https://bj.lianjia.com/chengjiao/101091854056.html","101091854056",116.426526,39.964952,1111027375208,"2016-08-15",142,115,495,81428,60.79,3,"1",1,1,"low 11",3,1990,4,2,0.25,1,1,1,1,91208
"3212",3212,"https://bj.lianjia.com/chengjiao/101091854218.html","101091854218",116.352299,40.062427,1111027382146,"2016-09-09",168,64,540,61927,87.2,3,"1",1,1,"low 6",4,1998,3,2,0.5,0,0,1,8,74931
"3213",3213,"https://bj.lianjia.com/chengjiao/101091854302.html","101091854302",116.4388,40.054941,1111027375158,"2016-07-20",117,72,528,55579,95,2,"2",1,1,"high 27",4,2011,3,6,0.5,1,0,1,7,77695
"3214",3214,"https://bj.lianjia.com/chengjiao/101091854359.html","101091854359",116.441407,39.98806,1111027379650,"2016-08-23",150,43,405,67444,60.05,2,"1",1,1,"high 6",4,1991,4,2,0.5,0,0,1,7,75991
"3215",3215,"https://bj.lianjia.com/chengjiao/101091854410.html","101091854410",116.467705,39.932069,1111027380913,"2016-06-16",82,3,368,58238,63.19,2,"1",1,1,"low 15",3,1996,3,6,0.2,1,1,1,7,73123
"3216",3216,"https://bj.lianjia.com/chengjiao/101091854433.html","101091854433",116.443037,39.985807,1111027379656,"2016-07-27",123,44,455,53853,84.49,2,"1",1,1,"low 14",3,1997,4,6,0.125,1,1,1,7,66716
"3217",3217,"https://bj.lianjia.com/chengjiao/101091854476.html","101091854476",116.444278,39.938213,1111027381477,"2016-06-17",83,58,338,81250,41.6,1,"0",1,1,"low 7",4,1990,4,2,0.333,0,1,1,1,85514
"3218",3218,"https://bj.lianjia.com/chengjiao/101091854533.html","101091854533",116.422043,39.864667,1111027376567,"2016-06-29",95,19,312.5,48783,64.06,1,"1",1,1,"bottom 13",3,2002,4,6,0.25,1,0,1,2,57634
"3219",3219,"https://bj.lianjia.com/chengjiao/101091854590.html","101091854590",116.47638,39.875691,1111027378305,"2016-08-21",148,25,780,45850,170.12,3,"2",1,2,"low 18",3,2008,3,6,0.4,1,1,1,7,65820
"3220",3220,"https://bj.lianjia.com/chengjiao/101091854786.html","101091854786",116.42645,40.000258,1111027374542,"2016-09-14",172,61,410,61268,66.92,1,"1",1,1,"mid 5",4,2004,4,6,0.25,0,0,1,7,87363
"3221",3221,"https://bj.lianjia.com/chengjiao/101091854809.html","101091854809",116.43942,40.072066,1111027380051,"2016-08-07",135,54,260,26744,97.22,2,"1",1,1,"low 32",1,2002,3,2,0.6,1,0,0,6,40934
"3222",3222,"https://bj.lianjia.com/chengjiao/101091855014.html","101091855014",116.377703,39.885246,1111027378709,"2016-07-18",114,34,530,69582,76.17,3,"1",1,1,"low 6",4,1990,4,2,0.2,0,1,1,10,89908
"3223",3223,"https://bj.lianjia.com/chengjiao/101091855059.html","101091855059",116.372513,39.928442,1111027381995,"2016-08-28",156,36,622,103667,60,2,"1",1,1,"mid 6",4,1990,4,2,0.5,0,1,1,10,113651
"3224",3224,"https://bj.lianjia.com/chengjiao/101091855181.html","101091855181",116.34363,39.926024,1111027382067,"2016-07-31",127,32,634,108192,58.6,2,"0",1,1,"mid 6",4,1979,4,4,0.333,0,1,0,10,110543
"3225",3225,"https://bj.lianjia.com/chengjiao/101091855418.html","101091855418",116.422043,39.864667,1111027376567,"2016-07-29",125,62,417,38420,108.54,2,"2",1,2,"low 23",1,2002,4,6,0.3,1,0,1,2,57634
"3226",3226,"https://bj.lianjia.com/chengjiao/101091855517.html","101091855517",116.335787,39.907309,1111027379798,"2016-07-18",114,48,370,63140,58.6,2,"1",1,1,"mid 6",4,1996,4,4,0.5,0,1,1,8,74493
"3227",3227,"https://bj.lianjia.com/chengjiao/101091855650.html","101091855650",116.432684,40.077562,1111027380057,"2016-07-21",117,33,428,29116,147,3,"1",1,1,"mid 6",4,2007,4,2,0.5,0,1,0,6,38384
"3228",3228,"https://bj.lianjia.com/chengjiao/101091855703.html","101091855703",116.471348,39.90062,1111027379153,"2016-08-31",158,76,227,65249,34.79,1,"0",1,1,"low 19",4,2006,4,6,0.4,1,0,1,7,81582
"3229",3229,"https://bj.lianjia.com/chengjiao/101091855801.html","101091855801",116.453628,39.94669,1111027374731,"2016-09-05",163,103,265,67810,39.08,1,"0",0,1,"mid 16",1,2005,4,6,0.167,1,0,1,7,74639
"3230",3230,"https://bj.lianjia.com/chengjiao/101091855902.html","101091855902",116.247008,39.906426,1111027382209,"2016-07-22",118,1,560,55978,100.04,2,"1",1,1,"low 21",3,2006,4,6,0.4,1,1,1,9,64222
"3231",3231,"https://bj.lianjia.com/chengjiao/101091855932.html","101091855932",116.465732,39.874466,1111027377080,"2016-10-09",197,34,699,44811,155.99,3,"2",1,2,"high 25",1,2002,3,6,0.5,1,0,1,7,59950
"3232",3232,"https://bj.lianjia.com/chengjiao/101091855996.html","101091855996",116.279039,40.032973,1111027380062,"2016-07-31",127,40,605,55879,108.27,3,"2",1,2,"high 6",4,2007,4,6,0.5,0,0,1,8,65882
"3233",3233,"https://bj.lianjia.com/chengjiao/101091856208.html","101091856208",116.452323,39.900479,1111027382642,"2016-08-22",149,31,515,66884,77,3,"1",1,1,"mid 14",4,1980,3,2,0.5,1,0,1,1,81387
"3234",3234,"https://bj.lianjia.com/chengjiao/101091856267.html","101091856267",116.197994,40.192565,1111027378849,"2016-08-17",144,38,128,17298,74,2,"1",1,1,"mid 6",4,NA,1,2,0.5,0,1,0,6,30278
"3235",3235,"https://bj.lianjia.com/chengjiao/101091856441.html","101091856441",116.511545,39.904464,1111027378350,"2016-09-22",181,61,445,51115,87.06,2,"2",1,1,"low 6",4,2009,4,6,0.5,1,1,1,7,59025
"3236",3236,"https://bj.lianjia.com/chengjiao/101091856554.html","101091856554",116.336897,40.062254,1111027379085,"2016-08-06",133,55,210,41404,50.72,1,"0",1,1,"high 23",3,2008,4,6,0.222,1,1,0,6,48886
"3237",3237,"https://bj.lianjia.com/chengjiao/101091856569.html","101091856569",116.234253,40.229351,1111056542784,"2016-08-01",128,7,285,20199,141.1,3,"2",1,2,"low 6",NA,NA,4,2,0.5,0,1,0,6,35566
"3238",3238,"https://bj.lianjia.com/chengjiao/101091856705.html","101091856705",116.385336,39.905491,1111027381288,"2016-06-26",92,29,530,84828,62.48,3,"0",1,1,"high 11",4,1979,2,6,0.143,1,1,1,10,111445
"3239",3239,"https://bj.lianjia.com/chengjiao/101091856716.html","101091856716",116.390064,40.007825,1111027374286,"2016-06-29",95,20,755,82731,91.26,2,"1",1,1,"low 10",4,2002,4,6,0.5,1,1,0,7,97665
"3240",3240,"https://bj.lianjia.com/chengjiao/101091856724.html","101091856724",116.486941,39.927022,1111027375157,"2016-07-26",122,11,266,48364,55,2,"1",1,1,"low 6",4,1982,1,2,0.333,0,1,1,7,60333
"3241",3241,"https://bj.lianjia.com/chengjiao/101091856874.html","101091856874",116.425084,39.876522,1111027378722,"2016-07-13",109,12,272,38310,71,2,"1",1,1,"bottom 16",1,1986,4,6,0.2,1,0,1,2,52347
"3242",3242,"https://bj.lianjia.com/chengjiao/101091856923.html","101091856923",116.473987,39.998614,1111027374002,"2016-07-31",127,14,755,72305,104.42,2,"2",1,1,"mid 25",3,2002,4,6,0.5,1,0,1,7,87262
"3243",3243,"https://bj.lianjia.com/chengjiao/101091857004.html","101091857004",116.632799,40.031538,1111027381746,"2016-06-28",94,6,229,17459,131.17,3,"1",1,2,"bottom 6",4,1999,3,2,0.5,0,1,0,13,42342
"3244",3244,"https://bj.lianjia.com/chengjiao/101091857075.html","101091857075",116.482231,40.009521,1111027380322,"2016-08-18",145,50,460,54374,84.6,2,"2",1,1,"high 6",4,1997,4,2,0.5,0,1,1,7,66864
"3245",3245,"https://bj.lianjia.com/chengjiao/101091857282.html","101091857282",116.309252,39.977842,1111027374006,"2016-06-22",88,18,407.5,93250,43.7,1,"1",1,1,"high 14",3,NA,4,6,0.5,1,1,1,8,95667
"3246",3246,"https://bj.lianjia.com/chengjiao/101091857371.html","101091857371",116.370317,39.952381,1111027376468,"2016-06-26",92,58,410,64456,63.61,2,"1",1,1,"high 18",1,1985,4,6,0.333,1,1,1,8,84024
"3247",3247,"https://bj.lianjia.com/chengjiao/101091857497.html","101091857497",116.521774,39.94004,1111027374654,"2016-06-20",86,21,439,49887,88,2,"2",1,1,"mid 27",3,2007,4,6,0.4,1,1,0,7,62598
"3248",3248,"https://bj.lianjia.com/chengjiao/101091857541.html","101091857541",116.4388,40.054941,1111027375158,"2016-06-25",91,5,840,57932,145,3,"2",1,2,"low 27",4,2010,3,6,0.667,1,1,1,7,77695
"3249",3249,"https://bj.lianjia.com/chengjiao/101091857607.html","101091857607",116.233785,39.906862,1111027381888,"2016-07-27",123,36,207,34317,60.32,2,"1",1,1,"high 6",4,1989,3,2,0.5,0,0,0,9,49154
"3250",3250,"https://bj.lianjia.com/chengjiao/101091857671.html","101091857671",116.344116,39.921551,1111027379419,"2016-07-25",121,80,616.5,96631,63.8,3,"1",1,1,"high 6",4,1987,4,2,0.333,0,0,0,10,118900
"3251",3251,"https://bj.lianjia.com/chengjiao/101091857692.html","101091857692",116.683117,40.127185,1111027381881,"2016-08-22",149,18,472,29586,159.54,3,"2",1,2,"low 18",3,2004,4,6,0.5,1,1,0,13,37937
"3252",3252,"https://bj.lianjia.com/chengjiao/101091857778.html","101091857778",116.288489,39.928841,1111027373697,"2016-07-13",109,51,225,54533,41.26,1,"1",1,1,"high 6",4,1990,4,2,0.071,0,0,0,8,69557
"3253",3253,"https://bj.lianjia.com/chengjiao/101091857816.html","101091857816",116.362351,39.925,1111027374170,"2016-08-27",153,177,368,91316,40.3,1,"1",1,1,"mid 14",4,1985,3,2,1,1,1,1,10,103031
"3254",3254,"https://bj.lianjia.com/chengjiao/101091857836.html","101091857836",116.428856,39.931468,1111027376499,"2016-07-28",123,26,685,76554,89.48,3,"1",1,1,"high 12",3,1989,4,6,0.25,1,1,1,1,109686
"3255",3255,"https://bj.lianjia.com/chengjiao/101091857973.html","101091857973",116.343245,39.900529,1111027378998,"2016-06-18",84,47,172,89865,19.14,1,"0",0,1,"high 26",1,2006,3,6,0.111,1,0,1,10,92360
"3256",3256,"https://bj.lianjia.com/chengjiao/101091858051.html","101091858051",116.374562,40.09134,1111027377940,"2016-07-15",111,15,400,32147,124.43,3,"1",1,2,"bottom 6",4,2008,4,2,0.5,0,0,1,6,38647
"3257",3257,"https://bj.lianjia.com/chengjiao/101091858153.html","101091858153",116.560389,40.094933,1111027378136,"2016-07-31",127,44,118,33128,35.62,1,"0",1,1,"mid 11",3,2006,4,6,0.087,1,0,1,13,45162
"3258",3258,"https://bj.lianjia.com/chengjiao/101091858212.html","101091858212",116.46143,39.89199,1111027377342,"2016-08-21",148,211,198,49513,39.99,1,"1",1,1,"low 6",4,1979,3,2,0.333,0,1,1,7,56798
"3259",3259,"https://bj.lianjia.com/chengjiao/101091858312.html","101091858312",116.285133,39.888468,1111061037671,"2016-08-04",130,23,314.2,49088,64,1,"1",1,1,"mid 17",4,2011,4,6,0.5,1,0,0,2,61865
"3260",3260,"https://bj.lianjia.com/chengjiao/101091858313.html","101091858313",116.566117,39.956661,1111027376682,"2016-06-27",92,286,303.5,34489,88,2,"1",1,1,"low 6",4,2006,4,2,0.5,0,1,0,7,44670
"3261",3261,"https://bj.lianjia.com/chengjiao/101091858471.html","101091858471",116.376661,40.039649,1111027374488,"2016-08-19",146,259,311,68593,45.34,1,"1",1,1,"mid 5",4,2005,4,2,0.25,0,1,0,8,70934
"3262",3262,"https://bj.lianjia.com/chengjiao/101091858559.html","101091858559",116.325385,39.984968,1111027376959,"2016-08-04",131,6,639,100472,63.6,2,"1",1,1,"mid 12",3,1982,3,6,0.25,1,1,1,8,117529
"3263",3263,"https://bj.lianjia.com/chengjiao/101091858602.html","101091858602",116.36465,39.980549,1111027376278,"2016-08-12",139,28,750,75332,99.56,3,"1",1,1,"low 17",1,2000,4,6,0.25,1,1,1,8,90138
"3264",3264,"https://bj.lianjia.com/chengjiao/101091858609.html","101091858609",116.320594,39.769022,1111027377660,"2016-07-19",115,30,215,27212,79.01,2,"1",1,1,"low 6",4,1998,1,2,0.5,0,0,0,4,38841
"3265",3265,"https://bj.lianjia.com/chengjiao/101091858618.html","101091858618",116.391726,39.978788,1111027382272,"2016-08-09",136,17,613,92879,66,2,"1",1,1,"mid 6",4,1989,3,2,0.333,0,1,1,10,121898
"3266",3266,"https://bj.lianjia.com/chengjiao/101091858783.html","101091858783",116.334045,39.757413,1111027382766,"2016-06-19",85,21,212,29445,72,2,"1",1,1,"mid 5",4,1996,4,2,0.5,0,0,1,4,39845
"3267",3267,"https://bj.lianjia.com/chengjiao/101091858862.html","101091858862",116.470223,39.806059,1111027378904,"2016-09-19",177,105,575,35866,160.32,2,"2",1,3,"bottom 3",NA,2005,3,6,1,0,1,0,4,48717
"3268",3268,"https://bj.lianjia.com/chengjiao/101091858907.html","101091858907",116.435611,39.948432,1111027374074,"2016-06-28",94,14,880,63843,137.84,3,"1",1,1,"low 11",3,2002,3,6,1.333,1,0,1,1,101657
"3269",3269,"https://bj.lianjia.com/chengjiao/101091858945.html","101091858945",116.308505,39.839489,1111027381703,"2016-08-06",133,14,500,42024,118.98,2,"1",1,1,"low 12",3,1999,4,6,0.5,1,1,1,2,57372
"3270",3270,"https://bj.lianjia.com/chengjiao/101091859366.html","101091859366",116.448075,39.984467,1111027380101,"2016-07-12",108,22,1525,111314,137,3,"2",1,2,"mid 23",4,2011,4,6,1,1,0,1,7,129361
"3271",3271,"https://bj.lianjia.com/chengjiao/101091859686.html","101091859686",116.396395,39.906701,1111027378878,"2016-08-06",133,28,970,88343,109.8,4,"1",1,1,"high 10",3,1991,3,2,0.25,1,1,1,10,105325
"3272",3272,"https://bj.lianjia.com/chengjiao/101091859759.html","101091859759",116.319387,39.856314,1111027374954,"2016-07-27",123,68,388,40083,96.8,2,"1",1,1,"high 6",4,2003,1,2,0.5,0,1,0,2,51491
"3273",3273,"https://bj.lianjia.com/chengjiao/101091859762.html","101091859762",116.477861,39.943885,1111027374549,"2016-09-05",163,5,1655,63144,262.1,3,"2",1,3,"low 19",4,2004,4,6,1,1,1,1,7,77030
"3274",3274,"https://bj.lianjia.com/chengjiao/101091859807.html","101091859807",116.479695,39.993376,1111027373738,"2016-07-13",109,64,152,54286,28,1,"0",1,1,"mid 14",3,2004,1,6,0.098,1,0,1,7,63737
"3275",3275,"https://bj.lianjia.com/chengjiao/101091859861.html","101091859861",116.265669,39.894045,1111027376313,"2016-06-24",90,10,350,35700,98.04,2,"2",1,1,"mid 28",1,2004,3,6,0.273,1,0,0,2,48528
"3276",3276,"https://bj.lianjia.com/chengjiao/101091859875.html","101091859875",116.426617,39.867648,1111027377942,"2016-09-12",170,43,310,56684,54.69,2,"1",1,1,"bottom 16",1,1990,3,6,0.286,1,0,1,2,52774
"3277",3277,"https://bj.lianjia.com/chengjiao/101091860007.html","101091860007",116.454135,39.850772,1111027382460,"2016-07-16",112,103,103,27278,37.76,1,"1",1,1,"mid 20",1,2011,4,6,0.222,1,0,1,7,44711
"3278",3278,"https://bj.lianjia.com/chengjiao/101091860034.html","101091860034",116.446448,39.948327,1111027376353,"2016-07-24",120,18,299.5,63280,47.33,1,"1",1,1,"mid 12",3,1992,3,6,0.154,1,1,1,1,81849
"3279",3279,"https://bj.lianjia.com/chengjiao/101091860100.html","101091860100",116.640545,39.911057,1111027380000,"2016-06-30",96,24,282,40746,69.21,1,"1",1,1,"mid 28",3,2009,4,6,0.5,1,0,1,11,47875
"3280",3280,"https://bj.lianjia.com/chengjiao/101091860108.html","101091860108",116.457617,39.891517,1111027376789,"2016-08-28",155,48,254,48875,51.97,1,"0",1,1,"low 24",3,2008,1,6,0.333,1,1,1,7,65985
"3281",3281,"https://bj.lianjia.com/chengjiao/101091860153.html","101091860153",116.468185,40.006897,1111027374991,"2016-08-26",153,62,383.5,66812,57.4,1,"1",1,1,"mid 15",4,2001,4,6,0.25,1,0,0,7,73792
"3282",3282,"https://bj.lianjia.com/chengjiao/101091860289.html","101091860289",116.46143,39.89199,1111027377342,"2016-08-25",152,88,265,42319,62.62,2,"1",1,1,"mid 15",3,1994,3,6,0.25,1,1,1,7,56798
"3283",3283,"https://bj.lianjia.com/chengjiao/101091860304.html","101091860304",116.439746,39.905443,1111027373685,"2016-08-02",128,95,482.5,61270,78.75,2,"1",1,1,"high 6",1,1994,3,2,0.033,0,1,1,1,86883
"3284",3284,"https://bj.lianjia.com/chengjiao/101091860332.html","101091860332",116.334148,40.057145,1111027375644,"2016-06-19",85,60,212,55731,38.04,1,"0",1,1,"low 18",1,2007,4,6,0.286,1,0,0,8,66217
"3285",3285,"https://bj.lianjia.com/chengjiao/101091860417.html","101091860417",116.483264,39.902287,1111027377745,"2016-06-17",83,10,370,52858,70,1,"1",1,1,"mid 12",3,2008,4,6,0.125,1,1,1,7,70165
"3286",3286,"https://bj.lianjia.com/chengjiao/101091860522.html","101091860522",116.638919,39.900576,1111027376334,"2016-06-24",90,18,185,34906,53,1,"0",1,1,"mid 22",1,2009,4,6,0.167,1,1,0,11,45099
